feature;Variance;rMID_per_Score;FScore;Lasso_importance;Correlation
Sand;194.64093407198501;0.00922015686400357;32.10091652025179;0.00015996007984560458;-0.2567138161679563
Clay;146.02643479260135;0.04426838851169679;33.825182554636605;0.0011477794911059164;0.2630530181237916
Silt;73.42663627788498;0.0;1.0073301763757287;0.0;0.04700023291878668
scE_400;0.021241949700481613;0.025420913469484052;2.7906196646734216;0.0;0.0780758786435175
scE_408.5;0.02030303851481588;0.009286902814830356;1.952739020787058;0.0;0.06537120039817174
scE_417;0.019757910177136732;0.031192131466258655;1.4735409607119982;0.0;0.056816346263782444
scE_425.5;0.019273089795197648;0.044035833246492295;1.1110880390877174;0.0;0.04935588244764131
scE_434;0.018889803533141614;0.011698828926869353;0.8064650553509548;0.0;0.042063222037374226
scE_442.5;0.018670917844709364;0.0;0.5505338543617353;0.0;0.03476351924384758
scE_451;0.018485369180941454;0.0;0.34172097306086685;0.0;0.027394734443038787
scE_459.5;0.018319921786295896;0.0;0.21492033439188507;0.0;0.021728538189322466
scE_468;0.0182406256822201;0.0;0.16104080409527333;0.0;0.01880985398466636
scE_476.5;0.01825930129543384;0.0;0.17310419691332662;0.0;0.01950138708382081
scE_485;0.01845413470773595;0.0;0.26066577602690677;0.0;0.023928305379400706
scE_493.5;0.01887311361408439;0.0;0.44144373791379193;0.0;0.031133031173437135
scE_502;0.019455759882875578;0.0;0.7136530805053501;0.0;0.03957287035965803
scE_510.5;0.020176782039045153;0.0;1.0530406232660265;0.0;0.04805237801089541
scE_519;0.021026604181869513;0.0;1.442211209550121;0.0;0.05621102867820472
scE_527.5;0.02201270999244488;0.0;1.8876997232166317;0.0;0.06427790641341105
scE_536;0.023097051896851226;0.0;2.3706805587417215;0.0;0.07199500373812415
scE_544.5;0.0242545708491211;0.0;2.862261939243359;0.0;0.07906554394322977
scE_553;0.025443706154112823;0.0;3.366385530560164;0.0;0.0856989587495071
scE_561.5;0.026595523134799588;0.0;3.898353237584104;0.0;0.09216846290521534
scE_570;0.027652020417284654;0.0;4.434560464307666;0.0;0.09824567926581146
scE_578.5;0.02856015205324135;0.0;4.916474243265392;0.0;0.1033921106194234
scE_587;0.029160274378987345;0.0;5.288559092879641;0.0;0.10718983208372448
scE_595.5;0.02933777427610031;0.0022183846685308595;5.586623258953704;0.0;0.1101333963027228
scE_604;0.029535848434964564;0.0;5.943723288080727;0.0;0.11355475862796797
scE_612.5;0.029801268677893372;0.0;6.4305218344021124;0.0;0.11805107591409207
scE_621;0.03014824569923075;0.0;7.051287089497279;0.0;0.12353474024447093
scE_629.5;0.030610818710307266;0.0;7.825780647445914;0.0;0.1300334436928264
scE_638;0.031167220288364248;0.0;8.753649864956344;0.0;0.13738866874494046
scE_646.5;0.03143998320955305;0.008112274313373025;9.791442211626455;0.0;0.14514239026696135
scE_655;0.03159129082304672;0.0;10.885801116972194;0.0;0.15285880513265046
scE_663.5;0.03175023953836189;0.0;11.94295078841703;0.0;0.1599277803425132
scE_672;0.03191739338108883;0.0;12.777051024963518;0.0;0.1652706970318642
scE_680.5;0.032091181184630245;0.0;13.346290424117266;0.0;0.16880944546132626
scE_689;0.03227124618867605;0.01955435304315767;13.836866330798092;0.0;0.1717940014737536
scE_697.5;0.03244463516745908;0.009713274269441463;14.369538894370699;0.0;0.17497015052218406
scE_706;0.032601978648975835;0.012445025533303067;14.922048027681981;0.0;0.17819737645455389
scE_714.5;0.03274249862521436;0.014403291685295638;15.455715972669628;0.0;0.18125299408410805
scE_723;0.032869710023084954;0.01570510314523066;15.956093536247062;0.0;0.1840657888978748
scE_731.5;0.0329858852262982;0.016965930310230526;16.422117457999487;0.0;0.18664209469229134
scE_740;0.03309601326157795;0.03698174917766561;16.856095060178948;0.0;0.18900517754866986
scE_748.5;0.03320397893998128;0.04973930689780959;17.26021892872934;0.0;0.1911756026693301
scE_757;0.033310768332171115;0.034332011516776895;17.63843383896749;0.0;0.19318148177038444
scE_765.5;0.03341244990539236;0.018785004883830503;18.002733319072544;0.0;0.1950910736935462
scE_774;0.033532848143959335;0.004268985071831377;18.360623462659426;0.0;0.19694621918117483
scE_782.5;0.03368193387242617;0.007574816287355457;18.709176134073516;0.0;0.19873366101902984
scE_791;0.03385103353331054;0.009919771124233367;19.053600636291417;0.0;0.20048173138758366
scE_799.5;0.03404007385106669;0.0032513082536045346;19.398846522732182;0.0;0.2022162914316597
scE_808;0.03423995359143863;0.0;19.751474011047918;0.0;0.20397014044169906
scE_816.5;0.034469221945817106;0.0;20.09990103717665;0.0;0.20568588496789766
scE_825;0.03457177431752617;0.0;20.448055635692914;0.0;0.20738362962560525
scE_833.5;0.034024158499105346;0.0;20.797408648408652;0.0;0.20907089408060708
scE_842;0.03348638924149616;0.0;21.145535164007946;0.0;0.210736363905315
scE_850.5;0.03295773363551427;0.0;21.488856380361238;0.0;0.2123636971123384
scE_859;0.032338127068500186;0.0;21.82308001133588;0.0;0.21393379149046013
scE_867.5;0.0317006920621719;0.0;22.14523279062693;0.0;0.21543429033178998
scE_876;0.031086544894812246;0.0;22.45319760468912;0.0;0.21685712516813288
scE_884.5;0.030497222982125306;0.0;22.74620846904705;0.0;0.2182005711509864
scE_893;0.029930326316119124;0.0;23.02388138938655;0.0;0.21946459741188962
scE_901.5;0.029385644092310967;0.0;23.287055544650837;0.0;0.22065459506731236
scE_910;0.0288681492131088;0.0030270039106086166;23.536077853809022;0.0;0.2217735268645575
scE_918.5;0.02837540639682659;0.0037138414753252746;23.77154809682651;0.0;0.22282533388123538
scE_927;0.027902905682167977;0.007777798076948006;24.000887266537994;0.0;0.22384401634045673
scE_935.5;0.027445565049509447;0.017226499507073;24.232305107283977;0.0;0.2248662726541884
scE_944;0.02699995496802876;0.006776487235339079;24.471050064444814;0.0;0.2259150208868656
scE_952.5;0.026577138177888645;0.00471542602902586;24.709611534407948;0.0;0.2269570870997489
scE_961;0.02617110252248015;0.00248472067382588;24.94884741153444;0.0;0.2279962830517284
scE_969.5;0.02578429343884514;0.0;25.15714208202066;0.0;0.22889639600019646
scE_978;0.025313908128472097;0.0;25.375209317802273;0.0;0.22983413114550244
scE_986.5;0.0248371476886305;0.0;25.617221570553195;0.0;0.23086938607679575
scE_995;0.02438560642483359;0.0;25.8710574121422;0.0;0.23194914210431866
scE_1003.5;0.023958843740305907;0.0;26.13368199372676;0.0;0.23305982744656184
scE_1012;0.023556531952151138;0.0;26.399477041076313;0.0;0.23417733258906784
scE_1020.5;0.02317815361947825;0.0;26.66584429459207;0.0;0.2352906903684899
scE_1029;0.022822169741928945;0.0;26.93045554358868;0.0;0.2363903064849839
scE_1037.5;0.02248834163318583;0.0;27.192212090178874;0.0;0.23747187077375062
scE_1046;0.022175099504410437;0.0;27.44855587861467;0.0;0.23852518687822252
scE_1054.5;0.0218806803251805;0.0;27.69688799114013;0.0;0.23954010627894795
scE_1063;0.021602966153574637;0.0;27.936846189296453;0.0;0.24051574803228704
scE_1071.5;0.021346131001926037;0.0;28.164145904151315;0.0;0.241435397301479
scE_1080;0.021111076781786583;0.0;28.366331053955008;0.0;0.24224977670205528
scE_1088.5;0.020890756786228603;0.0;28.559902959469426;0.0;0.24302627085195863
scE_1097;0.020758737085495995;0.0;28.616373941733595;0.0;0.24325221463967653
scE_1105.5;0.020604705839310684;0.0;28.71695597237446;0.0;0.243654000057382
scE_1114;0.020417393584011935;0.0;28.888394527750467;0.0;0.24433692289137854
scE_1122.5;0.020245648833816736;0.0;29.042657592774287;0.0;0.24494938812937855
scE_1131;0.02009055859453889;0.0;29.18569331602537;0.0;0.2455155652865891
scE_1139.5;0.01994225950321796;0.0;29.31709420329396;0.0;0.2460342463703785
scE_1148;0.019805483367851717;0.0;29.42868678149921;0.0;0.24647366033023396
scE_1156.5;0.019678933944794457;0.0;29.517437008095463;0.0;0.24682242616344896
scE_1165;0.019557332579933057;0.0;29.598672181180447;0.0;0.2471411165617678
scE_1173.5;0.019440346827849165;0.0;29.679447652886772;0.0;0.24745749085368893
scE_1182;0.019329825822846192;0.002596663609018446;29.757921466670187;0.0;0.24776436255148027
scE_1190.5;0.019220745652770953;0.012657545315103214;29.83499155820417;0.0;0.24806527899095562
scE_1199;0.0191179061365512;0.01104541659747671;29.90503591015819;0.0;0.24833836465815987
scE_1207.5;0.019018514082540672;0.015183954346043027;29.971707823784975;0.0;0.2485979501905748
scE_1216;0.018918726499363634;0.0007623462031585149;30.05073288376129;0.0;0.24890518953954757
scE_1224.5;0.01881460340522163;0.0;30.132846930954084;0.0;0.2492239313810809
scE_1233;0.018715324718610305;0.0;30.204020521678625;0.0;0.24949978912317833
scE_1241.5;0.018627617542589125;0.0;30.23330555162383;0.0;0.24961318133319207
scE_1250;0.018545864303600647;0.0;30.226238014090107;0.0;0.24958582165834453
scE_1258.5;0.018465639339982493;0.0;30.20883259596507;0.0;0.2495184260470991
scE_1267;0.018385865668305173;0.0;30.19376532758092;0.0;0.24946006538833232
scE_1275.5;0.01830304983209713;0.0;30.1930424103669;0.0;0.249457264849513
scE_1284;0.01821568786700501;0.0;30.226809188558672;0.0;0.24958803291568746
scE_1292.5;0.01812942394247724;0.0;30.260921962273226;0.0;0.2497200529143268
scE_1301;0.018047436587925052;0.0031354444847866425;30.28005466472125;0.0;0.2497940598104891
scE_1309.5;0.01797171555404621;0.015596655233637513;30.24670456982221;0.0;0.24966504086043556
